Id,Fecha,Año,Mes,Día,Día semana,Hora completa,Hora,Num víctimas,Participantes,Rol,Acusado,Victima,Sexo,Edad,Rango etario,Fecha fallecimiento,Lugar del hecho,Tipo de calle,Calle,Cruce,Dirección normalizada,Comuna,Barrios,Xy (caba),Coordenada x,Coordenada y,Pos x,Pos y
2020-0003,2020-01-11,2020,1,11,Sabado,06:00:00,6,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,44,Entre 41-60,2020-01-11,RIVADAVIA AV. Y COMBATE DE LOS POZOS,AVENIDA,RIVADAVIA AV.,COMBATE DE LOS POZOS,RIVADAVIA AV. y COMBATE DE LOS POZOS,Comuna 3,BALVANERA - SAN CRISTOBAL,Point (106413.35913221 102215.84332055),106413.35913221,102215.84332055,-58.39337644,-34.60927582
2020-0004,2020-01-14,2020,1,14,Martes,21:40:00,21,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,82,Más de 80,2020-01-15,RODRIGUEZ PEÑA Y RIVADAVIA AV.,AVENIDA,RODRIGUEZ PE?A,RIVADAVIA AV.,RODRIGUEZ PEÃ‘A y RIVADAVIA AV.,Comuna 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Point (106672.04348602 102224.86809233),106672.04348602,102224.86809233,-58.39055614,-34.60919284
2020-0005,2020-01-14,2020,1,14,Martes,06:00:00,6,1,MOTO-PASAJEROS,CONDUCTOR,PASAJEROS,MOTO,MASCULINO,25, Entre 21- 40,2020-02-10,24 DE NOVIEMBRE Y SAN JUAN AV.,AVENIDA,24 DE NOVIEMBRE,SAN JUAN AV.,24 DE NOVIEMBRE y SAN JUAN AV.,Comuna 3,BALVANERA - SAN CRISTOBAL,Point (104853.84131654 100497.93573387),104853.84131654,100497.93573387,-58.41036975,-34.62477021
2020-0006,2020-01-20,2020,1,20,Lunes,12:55:00,12,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,MASCULINO,23, Entre 21- 40,2020-01-20,LAFUENTE AV. 2250,AVENIDA,LAFUENTE AV.,,LAFUENTE AV. 2250,Comuna 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Point (101287.27262066 97242.60480808),101287.27262066,97242.60480808,-58.44925765,-34.65412546
2020-0007,2020-01-27,2020,1,27,Lunes,00:37:00,0,1,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,52,Entre 41-60,2020-01-27,CHILE Y LIMA ,CALLE,CHILE,LIMA,CHILE y LIMA,Comuna 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Point (107495.74012081 101415.07897373),107495.74012081,101415.07897373,-58.3815685,-34.61648696
2020-0008,2020-01-30,2020,1,30,Jueves,07:10:00,7,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,MASCULINO,49,Entre 41-60,2020-01-30,CORDOBA AV. Y JEAN JAURES,AVENIDA,CORDOBA AV.,"JAURES, JEAN","CORDOBA AV. y JAURES, JEAN",Comuna 2,RECOLETA,Point (105198.52795163 103462.44828321),105198.52795163,103462.44828321,-58.40662899,-34.59804521
2020-0009,2020-02-04,2020,2,4,Martes,14:50:00,14,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,48,Entre 41-60,2020-02-05,"PERON, JUAN DOMINGO, TTE. GENERAL Y SALGUERO, JERONIMO",CALLE,"PERON, JUAN DOMINGO, TTE. GENERAL","SALGUERO, JERONIMO","PERON, JUAN DOMINGO, TTE. GENERAL y SALGUERO, JERONIMO",Comuna 5,ALMAGRO - BOEDO,Point (103984.76403716 102579.64869142),103984.76403716,102579.64869142,-58.41985649,-34.6060085
2020-0010,2020-02-08,2020,2,8,Sabado,05:45:00,5,1,MOTO-OBJETO FIJO,CONDUCTOR,OBJETO FIJO,MOTO,MASCULINO,0,Menos de 20,2020-02-08,9 DE JULIO AV. Y SAN JUAN AV.,AVENIDA,9 DE JULIO AV.,SAN JUAN AV.,9 DE JULIO AV. y SAN JUAN AV.,Comuna 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Point (107547.52290950 100786.86705692),107547.5229095,100786.86705692,-58.38099833,-34.62214953
2020-0011,2020-02-12,2020,2,12,Miercoles,11:29:00,11,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,MASCULINO,31, Entre 21- 40,2020-02-12,COLOMBRES 466,CALLE,COLOMBRES,,COLOMBRES 466,Comuna 5,ALMAGRO - BOEDO,Point (104151.41161599 101223.60584703),104151.41161599,101223.60584703,-58.41803309,-34.61823178
2020-0012,2020-02-18,2020,2,18,Martes,21:00:00,21,1,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,66,Entre 61-80,2020-02-18,MEXICO 2860,CALLE,MEXICO,,MEXICO 2860,Comuna 3,BALVANERA - SAN CRISTOBAL,Point (105251.32172099 101267.01010190),105251.32172099,101267.0101019,-58.40604003,-34.61783553
2020-0013,2020-02-20,2020,2,20,Jueves,12:00:00,12,1,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,58,Entre 41-60,2020-03-03,COMBATIENTES DE MALVINAS AV. Y TRIUNVITARO AV.,AVENIDA,COMBATIENTES DE MALVINAS AV.,TRIUNVIRATO AV.,COMBATIENTES DE MALVINAS AV. y TRIUNVIRATO AV.,Comuna 15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Point (98880.64164625 105472.20084776),98880.64164625,105472.20084776,-58.47549929,-34.57994061
2020-0014,2020-02-27,2020,2,27,Jueves,02:14:00,2,1,MOTO-PASAJEROS,CONDUCTOR,PASAJEROS,MOTO,MASCULINO,0,Menos de 20,2020-02-27,BERMUDEZ Y NOGOYA,CALLE,BERMUDEZ,NOGOYA,BERMUDEZ y NOGOYA,Comuna 11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Point (95351.54075716 101470.48982187),95351.54075716,101470.48982187,-58.51398484,-34.61600366
2020-0015,2020-02-28,2020,2,28,Viernes,14:30:00,14,1,MOTO-PASAJEROS,CONDUCTOR,PASAJEROS,MOTO,MASCULINO,29, Entre 21- 40,2020-02-28,BRASIL AV. Y PASEO COLON AV.,AVENIDA,BRASIL AV.,PASEO COLON AV.,BRASIL AV. y PASEO COLON AV.,Comuna 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Point (108741.48238670 100448.08502809),108741.4823867,100448.08502809,-58.36797542,-34.62519403
2020-0016,2020-02-29,2020,2,29,Sabado,13:00:00,13,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,68,Entre 61-80,2020-03-09,"ALEM,LEANDRO N. AV. 770",AVENIDA,"ALEM, LEANDRO N. AV.",,"ALEM, LEANDRO N. AV. 770",Comuna 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Point (108435.94625268 103377.11105009),108435.94625268,103377.11105009,-58.37133616,-34.59879316
2020-0017,2020-03-05,2020,3,5,Jueves,23:00:00,23,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,0,Menos de 20,2020-03-05,BELGRANO AV. Y RINCON,AVENIDA,BELGRANO AV.,RINCON,BELGRANO AV. y RINCON,Comuna 3,BALVANERA - SAN CRISTOBAL,Point (106159.7089575 101676.89316862),106159.7089575,101676.89316862,-58.39613805,-34.61413568
2020-0018,2020-03-09,2020,3,9,Lunes,14:00:00,14,1,MOTO-OBJETO FIJO,CONDUCTOR,OBJETO FIJO,MOTO,MASCULINO,31, Entre 21- 40,2020-03-09,"UDAONDO, GUILLERMO AV. 901",AVENIDA,"UDAONDO, GUILLERMO AV.",,"UDAONDO, GUILLERMO AV. 901",Comuna 13,BELGRANO - COLEGIALES - NUÃ‘EZ,Point (101309.75947342 109680.73260642),101309.75947342,109680.73260642,-58.44903073,-34.54200276
2020-0019,2020-03-10,2020,3,10,Martes,21:00:00,21,1,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,80,Más de 80,2020-03-10,CONSTITUCION Y CASTRO,CALLE,CONSTITUCION,CASTRO,CONSTITUCION y CASTRO,Comuna 5,ALMAGRO - BOEDO,Point (103995.88773205 100088.27591278),103995.88773205,100088.27591278,-58.41972364,-34.6284667
2020-0020,2020-03-13,2020,3,13,Viernes,17:30:00,17,1,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,74,Entre 61-80,2020-03-17,"PUEYRREDON AV. Y GOMEZ, VALENTIN",AVENIDA,PUEYRREDON AV.,"GOMEZ, VALENTIN","PUEYRREDON AV. y GOMEZ, VALENTIN",Comuna 3,BALVANERA - SAN CRISTOBAL,Point (105281.81064188 102627.51469425),105281.81064188,102627.51469425,-58.40571596,-34.60557123
2020-0021,2020-03-14,2020,3,14,Sabado,16:50:00,16,1,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,87,Más de 80,2020-03-14,"BRAVO, MARIO 1279",CALLE,"BRAVO, MARIO",,"BRAVO, MARIO 1279",Comuna 2,RECOLETA,Point (104475.21054309 103813.59469342),104475.21054309,103813.59469342,-58.4145159,-34.59488319
2020-0022,2020-04-07,2020,4,7,Martes,06:15:00,6,1,AUTO-CARGAS,PASAJERO_ACOMPAÑANTE,CARGAS,AUTO,MASCULINO,44,Entre 41-60,2020-04-07,"DELLEPIANE, LUIS, TTE. GRAL. Y ESCALADA AV.",AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,ESCALADA AV.,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,Comuna 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Point (99113.17852207 96319.06728520),99113.17852207,96319.0672852,-58.47297505,-34.66245085
2020-0023,2020-04-09,2020,4,9,Jueves,18:42:00,18,1,AUTO-CARGAS,CONDUCTOR,CARGAS,AUTO,MASCULINO,44,Entre 41-60,2020-05-03,"ARAOZ DE LAMADRID, GREGORIO, GRAL. Y BROWN, ALTE. AV.",AVENIDA,"ARAOZ DE LAMADRID, GREGORIO, GRAL.","BROWN, ALTE. AV.","ARAOZ DE LAMADRID, GREGORIO, GRAL. y BROWN, ALTE. AV.",Comuna 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Point (109662.97469484 99142.83907419),109662.97469484,99142.83907419,-58.35791192,-34.63695178
2020-0024,2020-04-24,2020,4,24,Viernes,07:58:00,7,1,AUTO-AUTO,CONDUCTOR,AUTO,AUTO,MASCULINO,53,Entre 41-60,2020-04-24,MURGUIONDO 1339,CALLE,MURGUIONDO,,MURGUIONDO 1339,Comuna 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Point (95900.63845367 97502.71514770),95900.63845367,97502.7151477,-58.50801713,-34.65177305
2020-0025,2020-05-12,2020,5,12,Martes,05:35:00,5,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,0,Menos de 20,2020-05-12,RIVADAVIA AV. 2551,AVENIDA,RIVADAVIA AV.,,RIVADAVIA AV. 2551,Comuna 3,BALVANERA - SAN CRISTOBAL,Point (105568.73999229 102163.66359236),105568.73999229,102163.66359236,-58.40258477,-34.60975108
2020-0026,,,,,,,,0,,CONDUCTOR,,,MASCULINO,28, Entre 21- 40,2020-05-17,,,,,,,,,,,,
2020-0027,2020-05-18,2020,5,18,Lunes,08:00:00,8,1,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,76,Entre 61-80,2020-05-18,"DELLEPIANE, LUIS, TTE. GRAL. Y MONTIEL",AVENIDA,"DELLEPIANE, LUIS, TTE. GRAL.",MONTIEL,"DELLEPIANE, LUIS, TTE. GRAL. y MONTIEL",Comuna 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Point (98224.62123059 93867.97738800),98224.62123059,93867.977388,-58.48267426,-34.68454456
2020-0028,2020-05-19,2020,5,19,Martes,10:00:00,10,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,91,Más de 80,2020-05-23,"SCALABRINI ORTIZ, RAUL AV. Y WARNES AV.",AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",WARNES AV.,"SCALABRINI ORTIZ, RAUL AV. y WARNES AV.",Comuna 15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Point (101908.88028543 103000.62674037),101908.88028543,103000.62674037,-58.44248936,-34.60221948
2020-0029,2020-06-10,2020,6,10,Miercoles,14:00:00,14,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,80,Más de 80,2020-06-12,"PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",GRAL PAZ,"PAZ, GRAL. AV.","ROFFO, ANGEL H., DR.","PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",Comuna 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Point (93967.75484753 98933.33634522),93967.75484753,98933.33634522,-58.52909134,-34.63886726
2020-0030,2020-06-16,2020,6,16,Martes,15:00:00,15,1,MULTIPLE,CONDUCTOR,MULTIPLE,MOTO,MASCULINO,40,Entre 41-60,2020-06-16,SAN MARTIN AV. 1550,AVENIDA,SAN MARTIN AV.,,SAN MARTIN AV. 1550,Comuna 6,CABALLITO,Point (101074.10089886 102529.69706887),101074.10089886,102529.69706887,-58.45158942,-34.6064658
2020-0031,2020-06-30,2020,6,30,Martes,08:00:00,8,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,MASCULINO,29, Entre 21- 40,2020-06-30,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",AVENIDA,"GARZON, EUGENIO, GRAL. AV.",LARRAYA,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",Comuna 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Point (97236.89442427 96825.16279174),97236.89442427,96825.16279174,-58.49344309,-34.65788529
2020-0032,2020-07-10,2020,7,10,Viernes,23:00:00,23,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,MASCULINO,21, Entre 21- 40,2020-07-10,CORRIENTES AV. Y SERRANO,AVENIDA,CORRIENTES AV.,SERRANO,CORRIENTES AV. y SERRANO,Comuna 15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Point (101899.62680853 103651.59621952),101899.62680853,103651.59621952,-58.44259166,-34.59635137
2020-0033,2020-07-19,2020,7,19,Domingo,06:25:00,6,1,AUTO-OBJETO FIJO,CONDUCTOR,OBJETO FIJO,AUTO,MASCULINO,32, Entre 21- 40,2020-07-19,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",GRAL PAZ,"PAZ, GRAL. AV.",DEL LIBERTADOR AV.,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",Comuna 13,BELGRANO - COLEGIALES - NUÃ‘EZ,Point (99620.34936816 110483.29286598),99620.34936816,110483.29286598,-58.46743471,-34.53476874
2020-0034,2020-08-02,2020,8,2,Domingo,03:20:00,3,1,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,0,Menos de 20,2020-08-02,"MITRE, BARTOLOME Y ANCHORENA, TOMAS MANUEL DE, DR.",CALLE,"MITRE, BARTOLOME","ANCHORENA, TOMAS MANUEL DE, DR.","MITRE, BARTOLOME y ANCHORENA, TOMAS MANUEL DE, DR.",Comuna 3,BALVANERA - SAN CRISTOBAL,Point (104725.24275395 102222.75498861),104725.24275395,102222.75498861,-58.41178158,-34.60922259
2020-0035,2020-08-04,2020,8,4,Martes,05:30:00,5,1,MOTO-PASAJEROS,CONDUCTOR,PASAJEROS,MOTO,MASCULINO,40,Entre 41-60,2020-08-04,"AU 25 DE MAYO ALTURA PUMACAHUA Y RECUERO, CASIMIRO, TTE. CNEL.",AUTOPISTA,AUTOPISTA 25 DE MAYO,,AUTOPISTA 25 DE MAYO y PUMACAHUA,Comuna 7,FLORES - PARQUE CHACABUCO,Point (101156.55025059 99210.16912341),101156.55025059,99210.16912341,-58.45068621,-34.63638927
2020-0036,2020-08-07,2020,8,7,Viernes,18:40:00,18,1,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,72,Entre 61-80,2020-08-22,"SCALABRINI ORTIZ, RAUL AV. Y PARAGUAY",AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",PARAGUAY,"SCALABRINI ORTIZ, RAUL AV. y PARAGUAY",Comuna 14,PALERMO,Point (103956.90165674 104600.93056775),103956.90165674,104600.93056775,-58.42016954,-34.5877879
2020-0037,2020-08-29,2020,8,29,Sabado,04:30:00,4,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,38, Entre 21- 40,2020-08-29,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y VARELA AV.",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",VARELA AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",Comuna 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Point (102273.01728657 97084.66236498),102273.01728657,97084.66236498,-58.43850413,-34.65554754
2020-0038,2020-08-30,2020,8,30,Domingo,04:00:00,4,2,AUTO-AUTO,CONDUCTOR,AUTO,AUTO,MASCULINO,46,Entre 41-60,2020-08-30,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",AVENIDA,LAS HERAS GENERAL AV.,"DIAZ, CNEL. AV.","LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.",Comuna 14,PALERMO,Point (105241.05562982 105080.52102657),105241.05562982,105080.52102657,-58.40617526,-34.58345898
2020-0038,2020-08-30,2020,8,30,Domingo,04:00:00,4,2,AUTO-AUTO,CONDUCTOR,AUTO,AUTO,MASCULINO,64,Entre 61-80,2020-08-30,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",AVENIDA,LAS HERAS GENERAL AV.,"DIAZ, CNEL. AV.","LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.",Comuna 14,PALERMO,Point (105241.05562982 105080.52102657),105241.05562982,105080.52102657,-58.40617526,-34.58345898
2020-0039,,,,,,,,0,,PEATON,,,MASCULINO,44,Entre 41-60,2020-09-01,,,,,,,,,,,,
2020-0040,2020-09-12,2020,9,12,Sabado,03:30:00,3,1,AUTO-OBJETO FIJO,CONDUCTOR,OBJETO FIJO,AUTO,MASCULINO,0,Menos de 20,2020-09-12,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",AVENIDA,"CASTILLO, RAMON S., PRES. AV.",CALLE 12 (NO OFICIAL),"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",Comuna 2,RECOLETA,Point (107160.34141948 105678.38284277),107160.34141948,105678.38284277,-58.38526125,-34.5780581
2020-0041,2020-09-28,2020,9,28,Lunes,01:45:00,1,1,MOTO-PASAJEROS,CONDUCTOR,PASAJEROS,MOTO,MASCULINO,34, Entre 21- 40,2020-09-28,"CURAPALIGUE Y PERON, EVA AV.",AVENIDA,CURAPALIGUE,"PERON, EVA AV.","CURAPALIGUE y PERON, EVA AV.",Comuna 7,FLORES - PARQUE CHACABUCO,Point (101448.28844783 99373.44893645),101448.28844783,99373.44893645,-58.4475047,-34.63491705
2020-0042,2020-09-29,2020,9,29,Martes,17:10:00,17,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,53,Entre 41-60,2020-09-29,"DIAZ, ANA Y SOLDADO DE LA FRONTERA AV.",AVENIDA,"DIAZ, ANA",SOLDADO DE LA FRONTERA AV.,"DIAZ, ANA y SOLDADO DE LA FRONTERA AV.",Comuna 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Point (99619.02595373 94158.58480023),99619.02595373,94158.58480023,-58.46745752,-34.68192648
2020-0043,2020-09-30,2020,9,30,Miercoles,17:20:00,17,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,64,Entre 61-80,2020-09-30,"ALEM, LEANDRO N. AV. Y PARAGUAY",AVENIDA,"ALEM, LEANDRO N. AV.",PARAGUAY,"ALEM, LEANDRO N. AV. y PARAGUAY",Comuna 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Point (108372.80843298 103556.18483992),108372.80843298,103556.18483992,-58.37202621,-34.59717942
2020-0044,2020-10-05,2020,10,5,Lunes,00:20:00,0,1,AUTO-AUTO,CONDUCTOR,AUTO,AUTO,MASCULINO,43,Entre 41-60,2020-10-05,LA PLATA AV. E INDEPENDENCIA,AVENIDA,LA PLATA AV.,INDEPENDENCIA AV.,LA PLATA AV. e INDEPENDENCIA AV.,Comuna 6,CABALLITO,Point (103255.81315650 100797.78656418),103255.8131565,100797.78656418,-58.42779702,-34.62207347
2020-0045,2020-10-19,2020,10,19,Lunes,03:00:00,3,1,AUTO-CARGAS,CONDUCTOR,CARGAS,AUTO,MASCULINO,50,Entre 41-60,2020-10-19,"PAZ, GRAL. AV. Y 27 DE FEBRERO AV.",GRAL PAZ,"PAZ, GRAL. AV.",27 DE FEBRERO AV.,"PAZ, GRAL. AV. y 27 DE FEBRERO AV.",Comuna 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Point (100077.95205948 91571.23307293),100077.95205948,91571.23307293,-58.46244952,-34.70524971
2020-0046,2020-10-27,2020,10,27,Martes,21:00:00,21,1,MOTO-MOTO,CONDUCTOR,MOTO,MOTO,MASCULINO,41,Entre 41-60,2020-10-27,"NAZCA AV. Y CARRANZA, ADOLFO P.",AVENIDA,NAZCA AV.,"CARRANZA, ADOLFO P.","NAZCA AV. y CARRANZA, ADOLFO P.",Comuna 11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Point (98064.49909649 102385.10228515),98064.49909649,102385.10228515,-58.4844016,-34.60776782
2020-0047,2020-10-27,2020,10,27,Martes,14:00:00,14,1,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,15,Menos de 20,2020-10-27,AUTOPISTA CAMPORA ALTURA LACARRA AV.,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,LACARRA AV.,AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y LACARRA AV.,Comuna 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Point (99689.80114953 97506.41939342),99689.80114953,97506.41939342,-58.46668375,-34.65174801
2020-0048,2020-10-29,2020,10,29,Jueves,20:20:00,20,1,MOTO-OBJETO FIJO,CONDUCTOR,OBJETO FIJO,MOTO,MASCULINO,41,Entre 41-60,2020-10-29,DORREGO AV. 614,AVENIDA,DORREGO AV.,,DORREGO AV. 614,Comuna 15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Point (101257.88680240 103998.57805569),101257.8868024,103998.57805569,-58.4495878,-34.59322448
2020-0049,2020-10-30,2020,10,30,Viernes,20:00:00,20,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,36, Entre 21- 40,2020-10-30,"DEL LIBERTADOR AV. Y RAMOS MEJIA, JOSE MARIA, DR. AV.",AVENIDA,DEL LIBERTADOR AV.,"RAMOS MEJIA, JOSE MARIA, DR. AV.","DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",Comuna 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Point (108069.68986814 104046.20018024),108069.68986814,104046.20018024,-58.37533517,-34.59276462
2020-0050,2020-11-01,2020,11,1,Domingo,22:00:00,22,1,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,28, Entre 21- 40,2020-11-01,SANTA FE AV. Y GODOY CRUZ,AVENIDA,SANTA FE AV.,GODOY CRUZ,SANTA FE AV. y GODOY CRUZ,Comuna 14,PALERMO,Point (103490.75904616 105613.31878847),103490.75904616,105613.31878847,-58.42525456,-34.57866344
2020-0051,2020-11-05,2020,11,5,Jueves,00:40:00,0,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,MASCULINO,49,Entre 41-60,2020-11-05,AVELLANEDA AV. Y MERCEDES,AVENIDA,AVELLANEDA AV.,MERCEDES,AVELLANEDA AV. y MERCEDES,Comuna 10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Point (98015.81258802 99939.73589695),98015.81258802,99939.73589695,-58.48493828,-34.62981124
2020-0052,2020-11-07,2020,11,7,Sabado,06:50:00,6,1,BICICLETA-CARGAS,CICLISTA,CARGAS,BICICLETA,MASCULINO,44,Entre 41-60,2020-11-07,TUCUMAN Y PUEYRREDON AV.,AVENIDA,TUCUMAN,PUEYRREDON AV.,TUCUMAN y PUEYRREDON AV.,Comuna 3,BALVANERA - SAN CRISTOBAL,Point (105365.60153004 103041.51356366),105365.60153004,103041.51356366,-58.40480504,-34.60183884
2020-0053,2020-11-09,2020,11,9,Lunes,03:30:00,3,1,AUTO-AUTO,PASAJERO_ACOMPAÑANTE,AUTO,AUTO,MASCULINO,27, Entre 21- 40,2020-11-09,"ALCORTA, AMANCIO AV. Y EINSTEIN, ALBERTO",AVENIDA,"ALCORTA, AMANCIO AV.","EINSTEIN, ALBERTO","ALCORTA, AMANCIO AV. y EINSTEIN, ALBERTO",Comuna 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Point (104770.59856807 97235.72066953),104770.59856807,97235.72066953,-58.41125934,-34.6541774
2020-0054,2020-11-19,2020,11,19,Jueves,09:00:00,9,1,BICICLETA-AUTO,CICLISTA,AUTO,BICICLETA,MASCULINO,59,Entre 41-60,2020-11-23,INCLAN Y ALBERTI,CALLE,INCLAN,ALBERTI,INCLAN y ALBERTI,Comuna 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Point (105844.27941538 99942.63399522),105844.27941538,99942.63399522,-58.39956546,-34.6297708
2020-0055,2020-11-19,2020,11,19,Jueves,12:30:00,12,1,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,91,Más de 80,2020-12-11,OLAZABAL AV. 5437,AVENIDA,OLAZABAL AV.,,OLAZABAL AV. 5437,Comuna 12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Point (97544.91851020 105610.70316243),97544.9185102,105610.70316243,-58.49005682,-34.5786897
2020-0056,2020-11-21,2020,11,21,Sabado,13:00:00,13,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,FEMENINO,34, Entre 21- 40,2020-11-21,"PAZ, GRAL. AV. Y DOCTOR RAMON CARRILLO",GRAL PAZ,"PAZ, GRAL. AV.","ROCA, CNEL. AV.","PAZ, GRAL. AV. y ROCA, CNEL. AV.",Comuna 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Point (99327.01838497 92326.91130631),99327.01838497,92326.91130631,-58.47064556,-34.69843756
2020-0057,2020-11-23,2020,11,23,Lunes,07:45:00,7,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,84,Más de 80,2020-11-23,"NAZCA AV. Y VIALE, LUIS",AVENIDA,NAZCA AV.,"VIALE, LUIS","NAZCA AV. y VIALE, LUIS",Comuna 11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Point (98925.55646359 101088.30104271),98925.55646359,101088.30104271,-58.4750156,-34.61945902
